know,90
love,85
come,70
one,57
got,57
away,52
said,51
hey,46
little,44
like,42
Like,41
never,41
time,41
gone,40
home,40
Home,37
man,37
could,36
old,34
night,33
words,33
get,33
Hey,32
around,31
day,28
